image_filename,SQL+semantic query,text query
SELECT DISTINCT id FROM objects WHERE class_name='truck' AND  y2 > 200 SEMANTIC 'red truck',Images having red truck in the bottom corner
SELECT DISTINCT id FROM objects WHERE class_name='truck' AND  y2 > 200 SEMANTIC 'blue truck',Images having blue truck in the bottom corner
SELECT DISTINCT id FROM objects WHERE class_name='truck' AND  y2 > 200 SEMANTIC 'yellow truck',Images having yellow truck in the bottom corner
SELECT DISTINCT id FROM objects WHERE class_name='truck' AND  y2 > 200 SEMANTIC 'green truck',Images having green truck in the bottom corner
SELECT DISTINCT id FROM objects WHERE class_name='boat' AND  y2 > 200 SEMANTIC 'red boat',Images having red boat in the bottom corner
SELECT DISTINCT id FROM objects WHERE class_name='boat' AND  y2 > 200 SEMANTIC 'blue boat',Images having blue boat in the bottom corner
SELECT DISTINCT id FROM objects WHERE class_name='boat' AND  y2 > 200 SEMANTIC 'yellow boat',Images having yellow boat in the bottom corner
SELECT DISTINCT id FROM objects WHERE class_name='boat' AND  y2 > 200 SEMANTIC 'green boat',Images having green boat in the bottom corner
SELECT id FROM (SELECT id, COUNT(*) as c FROM objects WHERE class_name='person' GROUP BY id HAVING c = 2 )INTERSECT SELECT DISTINCT id from objects WHERE class_name= 'skis' SEMANTIC 'persons play skis',Images have two persons playing skis
SELECT id FROM (SELECT id, COUNT(*) as c FROM objects WHERE class_name='person' GROUP BY id HAVING c = 2 )INTERSECT SELECT DISTINCT id from objects WHERE class_name= 'snowboard' SEMANTIC 'persons play snowboard',Images have two persons playing snowboard
SELECT id FROM (SELECT id, COUNT(*) as c FROM objects WHERE class_name='person' GROUP BY id HAVING c = 2 )INTERSECT SELECT DISTINCT id from objects WHERE class_name= 'sports ball' SEMANTIC 'persons play sports ball',Images have two persons playing sports ball
SELECT id FROM (SELECT id, COUNT(*) as c FROM objects WHERE class_name='person' GROUP BY id HAVING c = 2 )INTERSECT SELECT DISTINCT id from objects WHERE class_name= 'kite' SEMANTIC 'persons play kite',Images have two persons playing kite
SELECT id FROM (SELECT id, COUNT(*) as c FROM objects WHERE class_name='person' GROUP BY id HAVING c = 2 )INTERSECT SELECT DISTINCT id from objects WHERE class_name= 'baseball bat' SEMANTIC 'persons play baseball bat',Images have two persons playing baseball bat
SELECT id FROM (SELECT id, COUNT(*) as c FROM objects WHERE class_name='person' GROUP BY id HAVING c = 2 )INTERSECT SELECT DISTINCT id from objects WHERE class_name= 'baseball glove' SEMANTIC 'persons play baseball glove',Images have two persons playing baseball glove
SELECT id FROM (SELECT id, COUNT(*) as c FROM objects WHERE class_name='person' GROUP BY id HAVING c = 2 )INTERSECT SELECT DISTINCT id from objects WHERE class_name= 'skateboard' SEMANTIC 'persons play skateboard',Images have two persons playing skateboard
SELECT id FROM (SELECT id, COUNT(*) as c FROM objects WHERE class_name='person' GROUP BY id HAVING c = 2 )INTERSECT SELECT DISTINCT id from objects WHERE class_name= 'surfboard' SEMANTIC 'persons play surfboard',Images have two persons playing surfboard
SELECT id FROM (SELECT id, COUNT(*) as c FROM objects WHERE class_name='person' GROUP BY id HAVING c = 2 )INTERSECT SELECT DISTINCT id from objects WHERE class_name= 'tennis racket' SEMANTIC 'persons play tennis racket',Images have two persons playing tennis racket
SELECT id FROM objects WHERE class_name='person' INTERSECT SELECT DISTINCT id from objects WHERE class_name= 'bottle' SEMANTIC 'women',Images have women and bottle
SELECT id FROM objects WHERE class_name='person' INTERSECT SELECT DISTINCT id from objects WHERE class_name= 'bottle' SEMANTIC 'kid',Images have kid and bottle
SELECT id FROM objects WHERE class_name='person' INTERSECT SELECT DISTINCT id from objects WHERE class_name= 'bottle' SEMANTIC 'happy man',Images have kid and bottle
SELECT id FROM objects WHERE class_name='person' INTERSECT SELECT DISTINCT id from objects WHERE class_name= 'wine glass' SEMANTIC 'women',Images have women and wine glass
SELECT id FROM objects WHERE class_name='person' INTERSECT SELECT DISTINCT id from objects WHERE class_name= 'wine glass' SEMANTIC 'kid',Images have kid and wine glass
SELECT id FROM objects WHERE class_name='person' INTERSECT SELECT DISTINCT id from objects WHERE class_name= 'wine glass' SEMANTIC 'happy man',Images have kid and wine glass
SELECT id FROM objects WHERE class_name='person' INTERSECT SELECT DISTINCT id from objects WHERE class_name= 'cup' SEMANTIC 'women',Images have women and cup
SELECT id FROM objects WHERE class_name='person' INTERSECT SELECT DISTINCT id from objects WHERE class_name= 'cup' SEMANTIC 'kid',Images have kid and cup
SELECT id FROM objects WHERE class_name='person' INTERSECT SELECT DISTINCT id from objects WHERE class_name= 'cup' SEMANTIC 'happy man',Images have kid and cup
SELECT id FROM objects WHERE class_name='person' INTERSECT SELECT DISTINCT id from objects WHERE class_name= 'fork' SEMANTIC 'women',Images have women and fork
SELECT id FROM objects WHERE class_name='person' INTERSECT SELECT DISTINCT id from objects WHERE class_name= 'fork' SEMANTIC 'kid',Images have kid and fork
SELECT id FROM objects WHERE class_name='person' INTERSECT SELECT DISTINCT id from objects WHERE class_name= 'fork' SEMANTIC 'happy man',Images have kid and fork
SELECT id FROM objects WHERE class_name='person' INTERSECT SELECT DISTINCT id from objects WHERE class_name= 'knife' SEMANTIC 'women',Images have women and knife
SELECT id FROM objects WHERE class_name='person' INTERSECT SELECT DISTINCT id from objects WHERE class_name= 'knife' SEMANTIC 'kid',Images have kid and knife
SELECT id FROM objects WHERE class_name='person' INTERSECT SELECT DISTINCT id from objects WHERE class_name= 'knife' SEMANTIC 'happy man',Images have kid and knife
SELECT id FROM objects WHERE class_name='person' INTERSECT SELECT DISTINCT id from objects WHERE class_name= 'spoon' SEMANTIC 'women',Images have women and spoon
SELECT id FROM objects WHERE class_name='person' INTERSECT SELECT DISTINCT id from objects WHERE class_name= 'spoon' SEMANTIC 'kid',Images have kid and spoon
SELECT id FROM objects WHERE class_name='person' INTERSECT SELECT DISTINCT id from objects WHERE class_name= 'spoon' SEMANTIC 'happy man',Images have kid and spoon
SELECT id FROM objects WHERE class_name='person' INTERSECT SELECT DISTINCT id from objects WHERE class_name= 'bowl' SEMANTIC 'women',Images have women and bowl
SELECT id FROM objects WHERE class_name='person' INTERSECT SELECT DISTINCT id from objects WHERE class_name= 'bowl' SEMANTIC 'kid',Images have kid and bowl
SELECT id FROM objects WHERE class_name='person' INTERSECT SELECT DISTINCT id from objects WHERE class_name= 'bowl' SEMANTIC 'happy man',Images have kid and bowl
SELECT DISTINCT id from objects WHERE class_name= 'bird' SEMANTIC 'sunny day',Images have  sunny day and  bird
SELECT DISTINCT id from objects WHERE class_name= 'bird' SEMANTIC 'cloudy day',Images have  cloudy day and  bird
SELECT DISTINCT id from objects WHERE class_name= 'cat' SEMANTIC 'sunny day',Images have  sunny day and  cat
SELECT DISTINCT id from objects WHERE class_name= 'cat' SEMANTIC 'cloudy day',Images have  cloudy day and  cat
SELECT DISTINCT id from objects WHERE class_name= 'dog' SEMANTIC 'sunny day',Images have  sunny day and  dog
SELECT DISTINCT id from objects WHERE class_name= 'dog' SEMANTIC 'cloudy day',Images have  cloudy day and  dog
SELECT DISTINCT id from objects WHERE class_name= 'horse' SEMANTIC 'sunny day',Images have  sunny day and  horse
SELECT DISTINCT id from objects WHERE class_name= 'horse' SEMANTIC 'cloudy day',Images have  cloudy day and  horse
SELECT DISTINCT id from objects WHERE class_name= 'sheep' SEMANTIC 'sunny day',Images have  sunny day and  sheep
SELECT DISTINCT id from objects WHERE class_name= 'sheep' SEMANTIC 'cloudy day',Images have  cloudy day and  sheep
SELECT DISTINCT id from objects WHERE class_name= 'cow' SEMANTIC 'sunny day',Images have  sunny day and  cow
SELECT DISTINCT id from objects WHERE class_name= 'cow' SEMANTIC 'cloudy day',Images have  cloudy day and  cow
SELECT DISTINCT id from objects WHERE class_name= 'elephant' SEMANTIC 'sunny day',Images have  sunny day and  elephant
SELECT DISTINCT id from objects WHERE class_name= 'elephant' SEMANTIC 'cloudy day',Images have  cloudy day and  elephant
SELECT DISTINCT id from objects WHERE class_name= 'bear' SEMANTIC 'sunny day',Images have  sunny day and  bear
SELECT DISTINCT id from objects WHERE class_name= 'bear' SEMANTIC 'cloudy day',Images have  cloudy day and  bear
SELECT DISTINCT id from objects WHERE class_name= 'zebra' SEMANTIC 'sunny day',Images have  sunny day and  zebra
SELECT DISTINCT id from objects WHERE class_name= 'zebra' SEMANTIC 'cloudy day',Images have  cloudy day and  zebra
SELECT DISTINCT id from objects WHERE class_name= 'giraffe' SEMANTIC 'sunny day',Images have  sunny day and  giraffe
SELECT DISTINCT id from objects WHERE class_name= 'giraffe' SEMANTIC 'cloudy day',Images have  cloudy day and  giraffe
